,ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
53,9.14719705533692,211.7141417776413,11920.610835646206,7.2307947693374,339.7519188007938,527.7089100130407,18.27531210927765,47.63488493437153,3.7945315911032105,0
54,10.560744636218194,181.89336556155357,21783.65103336337,6.991259996238134,340.3903783551729,456.55640212234385,16.48283536696391,34.2520490783523,3.964686350022129,0
56,8.520806572970303,238.3351124555097,28779.6500110336,8.282808464509609,381.6493228718946,481.3188026886131,6.016336609271207,39.09117136225335,3.9406045297946832,0
57,4.999413810796919,190.28705014936028,24323.865903045942,7.230164126862036,324.8930378422557,405.33048202759034,8.236557503105303,99.42738491828507,4.460683931737437,0
60,3.9060783549561697,233.4028350124758,32144.79993361832,6.9948396173050975,348.3594482139767,269.44905122693933,9.6541256002684,63.74306384016444,3.902879711657464,0
61,6.391353623832183,213.0178296827953,20965.478308853573,5.375559891974689,327.65054252170705,369.3381209158568,13.75810517074376,17.915722569180797,3.9237491692965096,0
66,5.058108868565138,238.56938041349946,34873.934522870695,8.983276144386599,374.43350451685683,669.725086180179,13.353181433963528,76.52179974552399,5.106655774420084,0
69,7.261550522070718,179.88978823788457,24964.777703096523,5.837086492837438,349.2692713014565,501.18278074341,17.287713278296337,50.993006453081094,3.6363641826804973,0
70,7.16046723080874,183.0893100379288,6743.346065530401,3.8030364235979857,277.5990986210596,428.0363443504035,9.79962468961304,90.0353736736207,3.8848910441472793,0
71,5.704764776213017,116.29932988379585,33223.58152874991,7.050503159576975,297.07815347852113,504.3786809676549,9.001820487566135,48.147031253489196,4.157533407489739,0
72,6.21727313516034,130.94446388846563,19460.38281898756,7.092462955305368,300.13127199830365,556.6537100333977,14.083608352195485,57.89707470680769,5.325833445695802,0
76,3.5145455287452787,158.7320757614019,23029.663613563636,6.821679099461131,286.5228468169785,307.3791420351913,9.712231910918321,79.85092857457249,3.7626153310993664,0
77,3.7225004859337205,163.63974692058173,37962.16799126102,6.6845702741913415,326.6940178603027,467.5629728711818,14.567268860188276,50.57797909828097,3.662837731991359,0
78,6.455004797496718,176.6839727768701,24468.048390354594,5.7569300386928575,314.79959828380953,477.5813461557029,16.245504341610683,57.729723828440044,2.2934314064128625,0
79,7.316804753880919,217.5228619622912,31903.399811532247,9.86504750268218,376.93797230566565,425.9134001802693,8.992754272254672,69.50921982211526,3.5083726497835963,0
82,7.408985466924612,204.96174981089473,9566.1222701692,6.505923138805982,311.4526625117488,504.1459940838665,11.53214400774124,81.10693773146244,3.772420927989514,0
83,5.976769618087598,258.95273201595336,27267.981860954154,7.6485993314434575,383.6571521070967,514.118920118766,12.256790251190353,82.46979842996727,2.9946710955082176,0
84,6.3953591316710625,133.8342291043793,23827.275015402887,5.1277468613272,266.9084282807846,573.4002951499592,9.833874584580258,95.02660927984371,4.1912175147117035,0
86,6.762832521891737,232.07517655587608,27159.38434523353,7.884990657868601,350.44529269720186,465.4137746213498,13.863964882331116,64.81225738319597,4.916579160751283,0
87,9.918717063854169,199.18125107339057,21470.278305413278,6.799841410225563,329.1784290260764,430.5077068652869,15.966042944362073,59.29227326975216,3.3855084438567187,0
88,10.15544017022192,300.2924757958403,12652.362978658088,6.655126362567496,398.64778574595766,487.45913103075526,9.347633986485675,67.91978868703809,5.002467259922081,0
89,8.721726710620581,206.369682384784,28608.052076372544,6.3254424036648516,377.40453818519927,506.9383527298253,13.553751007248534,42.381483937537176,2.5550269039968736,0
93,9.026787719511633,253.21707417098446,27965.072145928407,6.588374366182637,373.5532353383944,588.3196505363992,16.145732052775088,59.12445084811043,2.0190420182011657,0
94,6.95337160338955,203.1465467521772,11609.109054527795,5.495737654707861,304.28319321440387,551.1433371665813,9.387781275530813,55.958005594857646,3.651865808422898,0
95,6.1408775569478635,197.87608974936683,26687.87448333394,7.5871964179475055,329.23185293501894,548.0727613161172,15.836330205236152,41.26364788367695,5.359460295012964,0
96,7.077874006530456,220.67053960676586,23873.378210133662,6.181839616382844,341.98723407838395,333.0507859433459,10.661798937603976,90.29777033020963,4.7645082649214485,0
97,5.488314309012512,135.80236170060937,21485.153195191077,8.18741579072919,280.60328667031985,441.3311374586935,14.86026268337497,88.28734556180851,5.066786271784542,0
98,7.2055591745887275,120.32761534360887,24627.867560468934,6.202469332114028,289.7686965533282,418.4332899200773,13.643147085869314,63.73373237019648,3.710053125679874,0
99,9.177869865892431,163.2748282557015,20868.331218998803,7.726040434165082,320.42143217867783,426.9943931689402,10.214274603240655,62.43092615683987,3.1087699879134547,0
100,4.270716194733737,166.83770854028538,24405.25053495276,7.391510138420656,297.20673916830367,349.51891036764886,13.478526445498858,54.474839544401654,3.763905902952325,0
102,8.526169869777789,175.61283632174323,11837.12335960845,7.483708837987377,308.39851553828527,474.240482290634,21.845916252542054,52.37220110667482,5.083014141516923,0
105,8.490571562027737,204.12364839335785,22989.79638994664,8.270792936726151,358.84711499708465,435.0008983082295,17.084245654876153,62.42163705791029,3.875556805136775,0
107,8.858401531200467,254.61751866421662,9624.300462110114,7.954015627092477,348.4081949016408,344.30336252225874,7.935467758332209,78.10854981556726,5.525726338121716,0
108,6.098156521472781,189.99584599341802,27776.901051693392,6.4430978778694525,347.93040041573715,245.85963197125264,14.63688225637759,73.42463245501655,3.9773623643299727,0
109,8.419970682128989,185.71898879367,13237.989604570806,3.998265840980654,308.1426388528513,463.6472773728417,17.20956505547082,48.78311165978785,3.962478314282775,0
111,7.8758951354817865,226.28478781681218,12710.249451611753,7.303126583151656,346.40325813736746,445.3741474328599,6.063461912529135,63.12804403102223,4.238589203481522,0
112,7.725332908074757,252.26549119785653,36477.73811241909,8.38676100823379,426.54358975651115,339.41132665631415,17.485844248946027,60.483884662271116,3.7248367036447,0
113,3.388090610523891,212.02894446572017,20230.125576951767,8.569781529733312,349.155998712752,353.91292744166583,18.20833967189986,82.38787399017336,2.7986009482670484,0
116,7.183825723393188,261.85079976925243,14100.968986979937,9.008495193731893,358.7247021216808,290.4238383652442,17.14990712568715,82.02511580240524,4.597165511526862,0
117,10.111976704648654,240.43210022913829,15331.302691753157,5.392651282023056,361.90292619839744,403.04181014984465,16.13112428701453,61.11114633827725,3.425763242173682,0
120,6.877456932576712,136.87921387078754,27433.587294151766,7.091521514260433,307.3970883038859,342.1963466344736,18.403845830232967,81.19341217121226,3.827650071735445,0
124,8.550875469289338,231.2487868055436,28918.419953077177,7.822528490547928,369.264222748674,432.2852700271936,16.266296687636896,73.14946432483588,3.772886607458768,0
125,10.308477656813702,217.21974643163318,27653.2351844107,8.912266340684623,369.53120635323234,382.95150483896936,6.580401550826252,59.57603991058592,3.285077052469842,0
127,7.371085073209566,207.71682442123486,24913.837165890054,9.616330436939966,362.3001800484017,363.16853841901815,11.542661782175115,67.72070437929213,4.4125895367028125,0
129,6.506487766502468,202.28593794959164,17087.076901837234,6.2019827673233126,326.6623683125985,481.77193425227995,16.535185927180063,46.20574791071063,3.5487755887477364,0
130,6.643935774662305,151.88960011377992,10909.194592323076,3.749625148300965,240.93672213751185,437.9090051656054,15.264742348024072,64.20396370266333,3.8129529259917896,0
131,5.033773989751668,155.32147750080298,34971.80748262681,7.121477448104933,320.1154970205283,500.6373261700039,18.312498541935838,63.19330598951376,3.2449484773190638,0
132,6.91260756198984,155.7404952352641,17973.17885901183,4.916302562031351,275.90822785983954,439.6480512193927,18.380711926381935,55.50746846843371,2.6122489531921698,0
133,7.977635990880496,245.89513040867453,32170.069160096235,9.63563608296433,399.5831549217664,473.6624527645498,11.728338195960704,23.81701990494781,3.5521294997016533,0
134,6.0783358365092734,197.50191189847263,35957.792182594785,8.130472208247298,379.5277062923906,360.0604773558274,20.09841289135693,41.86595951021348,4.20158090550856,0
135,6.242414484103847,191.9087295492921,28149.411791622882,7.130436799595529,319.3067850802741,448.2425267423017,19.370090874546293,60.939480982119825,4.5087050978944845,0
136,6.0633547898910765,160.76731128492574,14775.14559575291,7.484103646670237,305.82855327870027,327.27023868075764,12.309015955365224,69.03845387066936,3.4673369148168574,0
137,8.129585513966727,177.89896662548156,27834.21769634046,9.00600774687328,334.4385388035782,397.0214275538664,15.936261676600793,81.39075849624523,3.3625371351987914,0
138,9.56240594378952,202.01364260009223,13041.829140394102,5.820655207859319,327.1188240167457,433.3816667321862,14.139065908911677,63.54899265609275,3.7627198370300334,0
139,8.167792632308252,200.91375467195093,27141.36290294348,7.262416638654269,344.1611343157199,525.5987875011582,16.142284003388227,66.23143553591859,4.289395484098248,0
142,6.825467900630394,187.05170966607415,46140.12684950232,6.137757462086741,352.70218223688136,373.4272354878943,12.606381646809664,58.752201315662795,3.027449578045163,0
143,7.861177700998561,204.274241099894,25145.024124785563,7.923315374812149,338.2138034436881,469.4869612461618,15.993410350862462,86.16729829337078,4.157656628375073,0
144,4.965773559644966,220.84863863404016,21802.74489792894,6.250578031106522,311.5981359666635,386.41333151842736,18.035237542145182,53.90817735397112,3.4217668494012576,0
145,6.207432967614717,192.93702709690675,13442.603471136694,5.819022939611381,325.90656176552847,533.7958508176808,14.687539337336089,60.48503329496195,3.5492988412931448,0
147,9.76925100608684,264.2656542791372,8471.67738143048,8.349709766709022,359.2685425933505,353.196475487524,15.047086914887984,52.6454585339377,4.636556195256858,0
148,9.630665479903348,152.8624334841574,23641.702565303865,6.925706079789448,333.1483176590248,417.167072927369,16.67018391749724,89.99757421954395,4.920091157959163,0
150,7.633570087677555,199.65299957786442,16312.154973975048,9.900546897053909,358.56628208672083,420.53417182791884,10.539392269728637,100.24270600375714,2.927066766886376,0
151,5.771199049813688,155.05089305064115,24909.44400956197,6.531261269813094,297.00931939411436,313.70193433343263,11.704788996508114,85.68830345476736,4.688959065495113,0
152,6.579969329401555,197.22698091094932,17657.08417649328,4.506293474405815,290.28989425911584,254.39327560480754,9.847655275717841,73.7497164666022,4.575931871590867,0
153,4.80115436807586,180.7728707563664,13556.734397114704,8.977286380775293,322.06244697172207,587.3950117046609,12.401368065703082,62.02818652446988,4.418638131667752,0
155,6.906992171811655,216.78529084002477,19991.23914904896,7.302351651289456,340.10602778835107,356.45913685158234,9.614106024611774,61.1226436255536,2.124759352216301,0
159,7.726134807902508,233.94786366297046,21667.86874132637,6.313181872058336,340.27317142046405,472.2589937325683,14.39986001596128,36.57803788764197,3.72063690445242,0
161,8.927078148301744,241.87510504564685,22821.254376566587,8.54973827385147,367.9755578586762,380.19720002243963,10.859287278110344,75.85706782016159,4.60186095914794,0
162,6.208015539719023,153.2211063194914,17358.796365042126,8.21493885317026,328.28202899764983,481.19567347842127,14.274092275210249,62.71819917163483,4.334615732320451,0
163,6.128425635295918,141.4924095070385,9615.832709692548,7.62791913004187,277.95170372661494,415.0087368963965,16.435842913307287,50.69392671149397,4.633823861920797,0
165,7.308048848275572,274.7049504716489,14600.539521891907,8.105802881560642,384.56485247977776,415.6072777934955,16.761624703623568,68.9372269462471,3.6961197115014173,0
167,8.640886408909486,201.5687240953636,26473.713238961558,6.967094561617942,352.30658571021036,309.9832868165358,17.66508338315577,68.66492347632061,5.2631015720413785,0
169,8.153210075272153,127.14489180603142,10280.92949674048,5.828357794463706,267.6368856420806,487.90832719020284,11.943476580641345,90.61935439214014,2.905788134056523,0
170,8.293720110388866,206.1604148879135,35216.385970173644,6.440999765643897,347.06224073011657,399.48362120001707,16.065667944692393,79.95451096438448,3.954715282670768,0
174,7.830976343381621,190.79904405060975,7695.063934702985,4.8452054756401095,292.51582449684264,507.4454883280784,15.526658445697135,85.00950589690454,4.588784656948856,0
175,4.430281211546542,139.68575880006665,28862.257169818786,8.96137237710277,298.3794583640908,434.7812670644661,17.2992944626111,63.042500923060295,4.3845651556377545,0
176,7.240739638887768,201.18680445586398,23783.09955637777,7.751285440069858,340.9836833605511,579.2203941324686,13.486379098933241,62.65023550372382,3.5562974671545065,0
178,6.867301321799131,174.18497638472942,24112.15347052457,5.529942235981783,297.6555748707137,484.12293887759057,11.48268699578233,65.30441362142098,3.8235950398688825,0
179,6.1296370148137465,200.2781822057384,30989.94841451828,8.830102319230393,348.8681540852299,341.38857671477444,9.300117278144342,79.55361207012686,4.615886181275909,0
180,7.917049443177882,278.0563209975309,27192.280560646268,9.220128211470378,424.78799589350854,358.781736184615,15.054312871374693,56.83960202839163,3.659484624888592,0
181,6.511618075241812,181.8734217289644,29136.814623869737,7.685775096243835,345.75163845059745,475.3413506694927,12.32123215746657,52.43761714005619,4.850433707754168,0
182,5.32381558430839,232.3685799692033,37625.75267985834,8.879822933865775,380.5764720006514,580.8977003943793,12.293803052569617,55.31001940953922,2.8807218458729342,0
183,6.769572868656793,168.93707245387174,11067.181147840996,7.121263608584251,305.79495029776217,289.54246011585417,18.545902961239733,62.00157128395567,5.220540269610252,0
184,5.877974040440475,141.61528668804954,13652.293199392612,5.701659125426224,279.7824004075164,538.4954044402176,12.034042269019382,67.90725800888524,4.0322595038243865,0
186,6.340027628047595,225.02814848907002,45222.50666548316,5.809031561747345,363.0057551139804,435.5004570917772,11.385937266194787,80.67031136154645,3.6860013242472816,0
188,5.653506134793233,146.59023231546948,16462.460086163886,6.501596204518965,299.6446113791317,272.440558304258,13.79526446092433,87.82258510995052,5.198985503613217,0
189,6.6260121840753055,112.29948548284678,25839.894103711547,7.658746878098304,312.24704314870013,327.24807863386945,19.409146560147008,85.78510283830677,4.194313129305397,0
190,7.793833572993554,176.86648289401776,18344.680360836188,7.567676884281858,338.22959726982435,371.21697300141676,9.039042454499453,76.2880763113865,4.172935335264329,0
192,7.3627365019497875,185.692181022348,16268.448606258518,5.317019274608898,316.91864849878783,419.2584480549529,16.024246090841586,64.67891377195396,4.408513182397498,0
193,9.32030544529501,129.82385854680206,16002.138319545113,4.405034532267237,271.67056164356967,499.8441671492051,13.07685890216874,82.8375829027802,4.20580973235456,0
194,3.719791644371925,248.85926728434467,23590.932128656048,7.683742220804051,351.55548220990386,427.49593124522033,20.393781666520056,38.604936895317365,2.7183977338802885,0
196,9.868877880662472,214.16623531463387,15326.855914122048,3.3515978196450864,297.0841735120907,424.29283080595764,19.188441382876533,70.07051409613915,3.355489790912581,0
199,4.126528715100221,125.4748835138738,11215.945901592888,5.366011335667973,261.44479767930693,445.24145688518723,18.575920677608508,86.43365536398535,4.460200983755287,0
200,5.970035656942925,230.44932932431118,16324.115196182343,5.293918606634048,315.1861205892572,327.78664195818646,13.325987078606147,39.55424883045545,5.428674071623728,0
202,8.369154353699956,183.50037840417843,12975.900334111298,6.600853063787392,315.90112160498813,493.46543988478686,12.98710649404228,87.02941032035324,3.6297493305489152,0
206,7.895469245942457,154.26578033555626,7769.616118841751,7.205262042399628,258.3128793986873,407.73221721960317,16.420040960604638,63.0160175779737,4.236947299515631,0
207,7.947485785725746,269.8094070211692,34440.77343351387,6.958283209737816,390.1042228776426,425.62781398964114,13.749261313977346,56.6358113166401,3.700853839705055,0
208,10.026159156427404,224.26635768460815,14962.177833160747,7.428313128360553,336.97294962953515,517.5128415432599,18.8585188822683,65.36345158300718,4.182277581713326,0
209,6.48819323961521,225.4819087637101,34864.42789348474,8.951692284573436,385.5056353657395,324.50984090751643,12.696544803640618,97.11286018614004,4.592073570820998,0
210,5.8697367553375255,207.7254551598048,22244.218235890683,6.5977643395030885,352.56398697597984,465.61648082479246,14.838100233982516,77.8227370729317,4.689315047790611,0
212,5.304142660215901,160.9683582363086,25299.51155745438,6.28604310963364,300.50068924411187,497.7903905128237,15.013030334164682,61.11551321606076,4.165723663998691,0
216,7.0861684008433095,189.1453776814234,4304.492483085919,3.615890517202109,259.3733217694164,400.90434968594553,12.993012235980984,63.90228825497096,3.4165397533412003,0
218,7.95776834399615,276.73356890740473,17162.398420975343,7.841541552765099,397.43196222672094,514.42172196485,14.529779296031904,60.55969904146053,3.4507458924446017,0
219,8.875642278454443,228.9215871862097,28487.7085978243,5.318731980337871,351.96072317720353,474.77251899981127,14.683970470839254,52.5788600217086,4.006991558563305,0
221,6.613709117641847,141.12892152143132,25648.569496257438,7.22297155669755,295.23689211539164,374.77031579625196,14.038263256862194,74.29924980115898,3.539771111373992,0
222,7.735705021751655,137.31816582716152,16723.97724364579,7.675826174302702,282.53989232753565,595.3292634501314,18.75613937188353,63.04277916472739,2.1486115361452747,0
223,9.925041328429108,238.71339338235532,10704.6031822988,6.110019418331791,351.5974226871131,405.9001841052152,13.550366565856905,59.46266898344465,4.703803488576943,0
224,9.002583109651114,202.99076527153443,19523.12486468928,7.244753274494474,330.3615122689696,366.49172865989806,15.689404490512345,55.697399521310864,4.904837414733298,0
225,5.095766464935885,273.40844807965914,26307.298454759828,10.219804099110648,380.2014982103235,513.8775792590824,18.272418324919784,61.42518695013845,4.3521934695148685,0
226,8.594677108362674,263.7645926846328,23220.120613390387,6.394463065325563,383.9625917765638,588.8527328527769,13.579996003945725,86.19163513353918,4.754072499317674,0
227,7.083779060507378,112.82025397576253,8580.245561280903,4.210284080582492,234.852699258048,434.7477154375999,23.39951606024522,94.1603073012966,3.887680684530791,0
228,7.682872498072526,180.7013754732779,12105.721934269563,5.3967161181900964,296.2388768643903,469.83562554884355,15.83176343631834,61.802095102717026,3.778606787628922,0
231,4.443238899143103,178.9562057574612,25008.53224756482,4.9488145087261595,298.5766759991929,429.5447730337787,17.729724041901363,56.34768853029351,3.2683248358355965,0
232,6.978664262373817,183.24279619429387,23114.446075687887,6.500825401623311,323.1557768835911,470.07870531553385,16.08284747893407,65.9957167748058,4.766943236072579,0
233,6.623613565745125,203.030141349452,17167.301297022455,6.049600899198109,311.7262882509473,410.2432474590725,15.9145000730461,65.02122896904768,2.9151659507443948,0
234,3.664710561719395,201.0973162217649,28102.75662504674,5.6820353015834835,330.02353056666266,291.14844892992795,17.47063098396353,75.10180148396566,3.3161576568421625,0
235,4.814135620889671,205.21404105658866,17650.405049112054,8.12108014749549,350.48793869935133,414.03070895164217,10.999416075761246,47.4026658716864,5.190851804612128,0
238,7.436782609345538,208.09400400931236,28544.616286980385,6.500052537164006,339.02389816019263,522.7937299996901,17.115276027720824,65.3112772256807,3.727663719207471,0
239,4.723312573250525,252.27489500543598,22833.19204151658,5.922450614186978,378.5603036078315,411.2950246366092,16.58457143941098,66.72840154231321,3.9175866951041747,0
240,9.380658050788323,265.0612161493896,15156.789833998992,4.271544671064371,333.33446929709635,503.17061542657547,11.286410043484237,99.01600307034776,4.0343490471582815,0
241,7.810144933196836,187.3150477385611,20418.88992581832,7.214895724180281,325.22888082252274,351.18608085870324,16.800399608404177,68.48548028789389,4.033773709343139,0
243,9.406325752898283,216.7621586604171,27948.58944543105,6.156110794077742,355.47303468825606,347.98307827691116,16.340715053314568,32.108292482849905,3.0972779574771647,0
244,6.32125931522299,207.25770955362344,8532.139516959518,5.987876583564683,286.4892804214003,491.76531319496394,10.546886238857326,74.50280799509561,4.5014572038139855,0
248,6.581878201548968,272.9827446610101,37169.44440353849,8.11473101538499,416.08348053859964,351.47683939412354,15.1293344878207,79.2610264962444,4.2016628644658365,0
249,6.755145901551624,231.26013129603172,18536.69864747702,8.757133178602194,342.5480142026662,385.1146477374596,13.888834329605059,79.3024357267662,5.162729749397485,0
250,9.445129837868656,145.80540244684386,13168.529155675998,9.444471085622938,310.583373858597,592.6590209759507,8.606396746986945,77.57745951035697,3.8751652466165463,1
251,9.024845037417503,128.0966912100072,19859.67647580388,8.016422649173737,300.1503770203318,451.1434810056514,14.770862942397967,73.77802564597586,3.985250505743576,1
253,6.800119090315879,242.0080815075149,39143.40332881009,9.501694587715269,187.1707143624393,376.45659307467866,11.43246634722874,73.7772750262626,3.8549398997210735,1
254,7.174135162807995,203.4089346206224,20401.1024614714,7.681806287243672,287.0856791225615,315.54990001949346,14.533510036354244,74.40561602695702,3.939895656598684,1
255,7.6579912369982575,236.9608892461628,14245.789121299431,6.28906485943393,373.1653628100853,416.62418891074776,10.464238582078508,85.85276860502766,2.437296287559579,1
256,8.322986672402298,207.25246223156427,28049.646283166327,8.827061283189618,297.81308453289193,358.725868777638,18.709273368730518,60.91142039439827,4.0521357275526615,1
258,9.80272078232571,98.7716435320576,27357.456744580348,9.218150392671168,323.1990765186457,512.4287308410496,14.168933512645706,59.454439770259405,2.7646338814272617,1
259,6.101955230748901,215.26808956209203,15976.926225079349,8.857160043515524,308.48269542902284,417.8435527167283,13.147279495872395,62.505641529692575,3.5355963295430235,1
260,4.997770601283687,280.08241070652804,26849.194735446832,6.130756541740465,374.23296058432084,297.611540021754,15.571570956087156,70.5602746097244,3.4046329060198497,1
261,4.815766790717072,217.6870931635101,16392.135068872325,7.461170474153534,278.7422963817948,481.4808282952956,15.517296303602905,77.69337360386982,4.3752238112718205,1
262,6.548020558130832,278.58510517698846,25508.38694882565,6.749377795488941,366.8715020205729,497.32175280008437,16.563166510560848,79.32367839549264,3.6118603716661046,1
264,6.618010905584669,233.6616358528926,19598.860739725667,4.70104934575262,432.5563849636954,401.669790618845,11.766146433845847,73.19192050782036,4.437695749140042,1
265,7.788054732605206,212.69145728305188,29879.06014610585,6.998961533138952,360.6682590490468,359.56908151092523,14.828743036705644,83.85633634225002,3.3687572170739832,1
266,5.191834327140628,211.09418477114804,14866.103863221917,7.23869130092435,323.10928513649435,388.71657950485763,17.780000111166657,83.50540623227637,3.8598009393002237,1
268,6.86963894145909,251.29344753734168,21728.821295296457,8.803174745405897,279.7768565455964,539.466876868315,12.994140000006153,56.409707919716,4.72670245351097,1
269,9.058628424072683,155.35755713289637,15737.46893784722,7.251978855273582,343.2339769805977,463.3892559930158,17.85447001822547,83.17518933638533,3.6521344700797087,1
270,7.29188832527326,127.54429714087506,27784.04848396934,9.754475933171076,247.33541192889663,439.64932861958215,17.285041693832742,59.556329521625045,5.328712788466374,1
271,7.275908773683996,175.2203764848943,22644.766347518867,7.886854526878826,293.3098536568155,373.3456925750202,17.41168255296833,56.79928677247695,5.062297798479729,1
272,6.512737123980129,229.26386100755585,22475.046873480987,12.580026491367864,192.03359167581158,479.50127859334464,9.98346239180904,66.66857615209304,4.612963629350583,1
273,7.2078867813439045,175.87029407292718,35804.29261340407,8.066059052365775,320.10217263195096,468.5628287566365,16.164091274037276,71.1466606777528,3.762741072399466,1
275,5.324941855611652,280.08965491445105,35344.658047005905,13.043806107761025,180.20674636482346,392.4214958041848,10.50481954758385,55.08466785485793,4.427137925692965,1
276,7.082300649174802,169.4689272555765,29846.719056712125,5.443386888459755,350.4018489811022,353.03038026857695,18.959534377575096,30.38909611430489,3.485577388223123,1
278,10.761897799889317,81.7108952702466,25999.953669432598,8.477393872457034,318.42724084571626,392.70408181841583,12.716350142148714,52.24697244385632,4.661798516052168,1
279,6.286806948436978,258.30005161775443,13777.37619108904,7.483257698182117,328.6806496260512,563.4347751029119,16.460836876715575,73.51665351167088,4.1048632751894125,1
280,9.79455869937693,129.87095837698382,20682.73174245486,9.390842592507877,291.98008347837504,427.123948431111,11.853228088627533,78.7114694303526,2.9454187377034105,1
281,8.210443565143713,167.10219152011487,13933.085360107945,10.422841783337923,243.4859418348681,391.0688736337805,13.747057680225565,61.05821028553092,4.976055159693945,1
283,10.356118827208377,136.3237517489284,48621.56395153604,9.158703902851247,327.92275104512413,365.7202915004255,17.97556383516246,77.35985434424164,4.201849441297084,1
